	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, NO-BLAST]	TRINITY_DN106277_c0_g1_i1.p1	---NA---	118									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN106292_c0_g1_i1.p1	---NA---	128									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN106662_c0_g1_i1.p1	---NA---	133									CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN106962_c0_g1_i1.p1	---NA---	106									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN107595_c0_g1_i1.p1	---NA---	109									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN10771_c0_g1_i1.p2	---NA---	110									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN107970_c0_g1_i1.p1	---NA---	100									mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108109_c0_g1_i1.p1	---NA---	118									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108260_c0_g1_i1.p1	---NA---	110									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SignalP-TM (SIGNALP_GRAM_POSITIVE); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108447_c0_g1_i1.p1	---NA---	100									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108718_c0_g1_i1.p1	---NA---	103									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108871_c0_g1_i1.p2	---NA---	114									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108872_c0_g1_i1.p1	---NA---	101									IPR023828 (PROSITE_PATTERNS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108881_c0_g1_i1.p1	---NA---	101									CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); SignalP-noTM (SIGNALP_EUK); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108917_c0_g1_i1.p2	---NA---	106									CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN108953_c0_g1_i1.p1	---NA---	114									SIGNAL_PEPTIDE_N_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN10907_c0_g1_i1.p1	---NA---	111									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109110_c0_g1_i1.p3	---NA---	118									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109249_c0_g1_i1.p1	---NA---	100									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109278_c0_g1_i1.p1	---NA---	101									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN109285_c0_g1_i1.p2	---NA---	122									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109315_c0_g1_i1.p1	---NA---	109									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109488_c0_g1_i1.p1	---NA---	102									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109529_c0_g1_i1.p1	---NA---	128									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109567_c0_g1_i1.p2	---NA---	103									SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109605_c0_g1_i1.p1	---NA---	103									SIGNAL_PEPTIDE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SignalP-TM (SIGNALP_EUK)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109609_c0_g1_i1.p2	---NA---	120									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109627_c0_g1_i1.p1	---NA---	99									TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109637_c0_g1_i1.p1	---NA---	108									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109693_c0_g1_i1.p2	---NA---	116									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109759_c0_g1_i1.p1	---NA---	111									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109814_c0_g1_i1.p1	---NA---	131									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109857_c0_g1_i1.p1	---NA---	105									CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN109970_c0_g1_i1.p1	---NA---	105									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110006_c0_g1_i1.p1	---NA---	127									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110017_c0_g1_i1.p1	---NA---	99									mobidb-lite (MOBIDB_LITE); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110091_c0_g1_i1.p1	---NA---	132									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110300_c0_g1_i1.p1	---NA---	101									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110405_c0_g1_i1.p1	---NA---	101									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110411_c0_g1_i1.p1	---NA---	121									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110412_c0_g1_i1.p1	---NA---	118									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110425_c0_g1_i1.p1	---NA---	99									mobidb-lite (MOBIDB_LITE); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110585_c0_g1_i1.p1	---NA---	105									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110729_c0_g1_i1.p1	---NA---	108									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN110738_c0_g1_i1.p1	---NA---	118									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN110885_c0_g1_i1.p1	---NA---	99									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN111132_c0_g1_i1.p1	---NA---	104									CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN111236_c0_g1_i1.p1	---NA---	112									CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN111414_c0_g1_i1.p1	---NA---	101									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN111559_c0_g1_i1.p2	---NA---	115									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN111815_c0_g1_i1.p1	---NA---	109									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN111901_c0_g1_i1.p1	---NA---	99									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN11195_c0_g1_i1.p1	---NA---	143									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN111968_c0_g1_i1.p1	---NA---	108									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN112057_c0_g1_i1.p1	---NA---	114									SignalP-TM (SIGNALP_GRAM_POSITIVE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN112178_c0_g1_i1.p1	---NA---	103									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN112413_c0_g1_i1.p1	---NA---	107									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN112450_c0_g1_i1.p1	---NA---	102									mobidb-lite (MOBIDB_LITE); SignalP-TM (SIGNALP_GRAM_POSITIVE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN112654_c0_g1_i1.p1	---NA---	123									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN112662_c0_g1_i1.p1	---NA---	99									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN112958_c0_g1_i1.p1	---NA---	116									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN113056_c0_g1_i1.p1	---NA---	108									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN113201_c0_g1_i1.p1	---NA---	105									TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN113414_c0_g1_i1.p1	---NA---	129									SIGNAL_PEPTIDE_H_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN113429_c0_g1_i1.p1	---NA---	105									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN113504_c0_g1_i1.p1	---NA---	115									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN113586_c0_g1_i1.p3	---NA---	106									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN113664_c0_g1_i1.p2	---NA---	123									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN113850_c0_g1_i1.p1	---NA---	107									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN113861_c0_g1_i1.p1	---NA---	104									SignalP-TM (SIGNALP_GRAM_POSITIVE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN114004_c0_g1_i1.p1	---NA---	103									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN114088_c0_g1_i1.p1	---NA---	103									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN114163_c0_g1_i1.p1	---NA---	100									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN114200_c0_g1_i1.p1	---NA---	105									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN114342_c0_g1_i1.p2	---NA---	103									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN114423_c0_g1_i1.p1	---NA---	105									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN114590_c0_g1_i1.p1	---NA---	114									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN11464_c0_g1_i2.p1	---NA---	119									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN114834_c0_g1_i1.p1	---NA---	133									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115037_c0_g1_i1.p1	---NA---	101									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN115079_c0_g1_i1.p1	---NA---	100									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); SignalP-TM (SIGNALP_GRAM_POSITIVE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115101_c0_g1_i1.p1	---NA---	101									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN11514_c0_g1_i1.p1	---NA---	116									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN115155_c0_g1_i1.p1	---NA---	115									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115259_c0_g1_i1.p1	---NA---	111									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115314_c0_g1_i1.p1	---NA---	105									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115323_c0_g1_i1.p1	---NA---	142									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115493_c0_g1_i1.p2	---NA---	100									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115496_c0_g1_i1.p1	---NA---	100									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN115529_c0_g1_i1.p1	---NA---	121									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
