#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 537718at33208        -            243     1e-64  217.4   3.0   1   1   2.2e-65   3.9e-64  215.5   3.0     1   242     1   298     1   299 0.84 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 537718at33208        -            243   1.7e-18   66.0   0.0   2   2   3.7e-12   6.7e-11   41.2   0.0    27   128    89   201    89   201 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 537718at33208        -            243   1.7e-18   66.0   0.0   1   2   6.6e-06   0.00012   20.7   0.0    36   113    19   102     2   104 0.81 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 537718at33208        -            243   1.7e-18   66.0   0.0   2   2   3.7e-12   6.7e-11   41.2   0.0    27   128    89   201    89   201 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i2:2872-3474|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   1   2   6.6e-06   0.00012   20.7   0.0    36   113    19   102     2   104 0.81 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i2:2872-3474|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   2   2   3.7e-12   6.7e-11   41.2   0.0    27   128    89   201    89   201 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i5:2927-3529|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   1   2   6.6e-06   0.00012   20.7   0.0    36   113    19   102     2   104 0.81 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i5:2927-3529|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   2   2   3.7e-12   6.7e-11   41.2   0.0    27   128    89   201    89   201 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i7:2869-3471|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   1   2   6.6e-06   0.00012   20.7   0.0    36   113    19   102     2   104 0.81 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i7:2869-3471|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   2   2   3.7e-12   6.7e-11   41.2   0.0    27   128    89   201    89   201 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i8:3401-4003|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   1   2   6.6e-06   0.00012   20.7   0.0    36   113    19   102     2   104 0.81 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i8:3401-4003|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   2   2   3.7e-12   6.7e-11   41.2   0.0    27   128    89   201    89   201 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i9:3456-4058|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   1   2   6.6e-06   0.00012   20.7   0.0    36   113    19   102     2   104 0.81 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i9:3456-4058|-  -            201 537718at33208        -            243   1.7e-18   66.0   0.0   2   2   3.7e-12   6.7e-11   41.2   0.0    27   128    89   201    89   201 0.87 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-  -            313 537718at33208        -            243   1.8e-18   65.9   3.7   1   3       7.2   1.3e+02    0.9   0.0    36    51    65    80    61    95 0.83 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-  -            313 537718at33208        -            243   1.8e-18   65.9   3.7   2   3   1.5e-06   2.8e-05   22.8   0.0   100   173    98   180    87   192 0.80 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-  -            313 537718at33208        -            243   1.8e-18   65.9   3.7   3   3   4.5e-12   8.2e-11   40.9   1.1    36   133   197   300   189   310 0.85 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 537718at33208        -            243   3.4e-18   65.1   0.2   1   3      0.51       9.3    4.7   0.0    35    57   153   175   139   186 0.83 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 537718at33208        -            243   3.4e-18   65.1   0.2   2   3   2.2e-05   0.00041   18.9   0.0    36   102   209   278   196   288 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 537718at33208        -            243   3.4e-18   65.1   0.2   3   3     8e-11   1.5e-09   36.8   0.1    36   174   291   435   273   462 0.80 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-   -            468 537718at33208        -            243   3.4e-18   65.1   0.2   1   3      0.51       9.3    4.7   0.0    35    57   153   175   139   186 0.83 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-   -            468 537718at33208        -            243   3.4e-18   65.1   0.2   2   3   2.2e-05   0.00041   18.9   0.0    36   102   209   278   196   288 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-   -            468 537718at33208        -            243   3.4e-18   65.1   0.2   3   3     8e-11   1.5e-09   36.8   0.1    36   174   291   435   273   462 0.80 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i1:1757-2392|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   1   4     0.063       1.1    7.7   0.0   113   135    17    39     2    47 0.78 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i1:1757-2392|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   2   4     0.003     0.055   12.0   0.0    31    74    55    98    43   100 0.90 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i1:1757-2392|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   3   4   5.2e-11   9.6e-10   37.4   0.0    36    89   102   157   100   177 0.92 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i1:1757-2392|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   4   4       3.4        62    2.0   0.0    64    85   186   209   173   212 0.61 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   1   4     0.063       1.1    7.7   0.0   113   135    17    39     2    47 0.78 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   2   4     0.003     0.055   12.0   0.0    31    74    55    98    43   100 0.90 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   3   4   5.2e-11   9.6e-10   37.4   0.0    36    89   102   157   100   177 0.92 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 537718at33208        -            243   8.8e-18   63.7   0.4   4   4       3.4        62    2.0   0.0    64    85   186   209   173   212 0.61 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 537718at33208        -            243   1.8e-17   62.7   0.6   1   3   9.8e-07   1.8e-05   23.4   0.1    60   135     3    84     1    94 0.79 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 537718at33208        -            243   1.8e-17   62.7   0.6   2   3     6e-08   1.1e-06   27.4   0.0    37    94   108   168    87   173 0.87 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 537718at33208        -            243   1.8e-17   62.7   0.6   3   3      0.14       2.6    6.5   0.0    36    86   192   242   186   243 0.86 -
365323at33208_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 537718at33208        -            243   3.9e-17   61.6   1.4   1   3   6.2e-05    0.0011   17.5   0.0    38    85     9    58     4    59 0.91 -
365323at33208_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 537718at33208        -            243   3.9e-17   61.6   1.4   2   3   3.4e-06   6.1e-05   21.6   0.0    36   111    49   133    46   134 0.80 -
365323at33208_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 537718at33208        -            243   3.9e-17   61.6   1.4   3   3   2.4e-09   4.4e-08   31.9   1.5    35   128    90   194    72   196 0.78 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 537718at33208        -            243   4.1e-17   61.5   0.1   1   3       6.9   1.3e+02    1.0   0.0    49    87     3    42     1    43 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 537718at33208        -            243   4.1e-17   61.5   0.1   2   3   1.1e-05   0.00021   19.9   0.0    38    94    42   100    38   135 0.83 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 537718at33208        -            243   4.1e-17   61.5   0.1   3   3   3.3e-11   6.1e-10   38.0   0.0    37   153   167   295   147   304 0.83 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i2:976-1812|-    -            279 537718at33208        -            243   8.1e-17   60.5   1.8   1   3   0.00031    0.0057   15.2   0.1    38   130    10   107     7   111 0.79 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i2:976-1812|-    -            279 537718at33208        -            243   8.1e-17   60.5   1.8   2   3   1.4e-05   0.00025   19.6   0.0    26    85   118   186   108   188 0.84 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i2:976-1812|-    -            279 537718at33208        -            243   8.1e-17   60.5   1.8   3   3   1.3e-08   2.4e-07   29.5   1.1    36   128   177   278   173   279 0.84 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 537718at33208        -            243   9.1e-17   60.4   0.6   1   3   3.2e-05   0.00058   18.4   0.0    38   134   168   272   149   279 0.84 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 537718at33208        -            243   9.1e-17   60.4   0.6   2   3   0.00095     0.017   13.6   0.0    35    89   457   514   449   525 0.84 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 537718at33208        -            243   9.1e-17   60.4   0.6   3   3   4.1e-05   0.00075   18.1   0.0    27    87   531   599   516   605 0.82 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 537718at33208        -            243   9.3e-17   60.3   1.9   1   3   0.00028    0.0052   15.3   0.1    38   130    19   116    15   124 0.79 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 537718at33208        -            243   9.3e-17   60.3   1.9   2   3    0.0021     0.038   12.5   0.0    26    73   127   181   117   185 0.82 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 537718at33208        -            243   9.3e-17   60.3   1.9   3   3   1.5e-08   2.7e-07   29.4   1.1    36   128   186   287   182   288 0.84 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i1:908-1816|+   -            303 537718at33208        -            243   2.3e-16   59.1   3.5   1   3   1.2e-05   0.00023   19.8   0.0    63   144    11   100     3   112 0.59 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i1:908-1816|+   -            303 537718at33208        -            243   2.3e-16   59.1   3.5   2   3   4.8e-05   0.00089   17.8   0.0    36    88   114   169   110   196 0.87 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i1:908-1816|+   -            303 537718at33208        -            243   2.3e-16   59.1   3.5   3   3   8.7e-06   0.00016   20.3   0.4    34   128   197   303   176   303 0.72 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i3:816-1724|+   -            303 537718at33208        -            243   2.3e-16   59.1   3.5   1   3   1.2e-05   0.00023   19.8   0.0    63   144    11   100     3   112 0.59 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i3:816-1724|+   -            303 537718at33208        -            243   2.3e-16   59.1   3.5   2   3   4.8e-05   0.00089   17.8   0.0    36    88   114   169   110   196 0.87 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i3:816-1724|+   -            303 537718at33208        -            243   2.3e-16   59.1   3.5   3   3   8.7e-06   0.00016   20.3   0.4    34   128   197   303   176   303 0.72 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 537718at33208        -            243   2.3e-16   59.1   3.5   1   3   1.2e-05   0.00023   19.8   0.0    63   144    11   100     3   112 0.59 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 537718at33208        -            243   2.3e-16   59.1   3.5   2   3   4.8e-05   0.00089   17.8   0.0    36    88   114   169   110   196 0.87 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 537718at33208        -            243   2.3e-16   59.1   3.5   3   3   8.7e-06   0.00016   20.3   0.4    34   128   197   303   176   303 0.72 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 537718at33208        -            243   2.8e-16   58.8   6.6   1   4   3.6e-07   6.6e-06   24.8   0.4   100   172     6    90     2    93 0.80 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 537718at33208        -            243   2.8e-16   58.8   6.6   2   4   5.4e-06   9.9e-05   21.0   0.2    63   130    51   126    44   131 0.62 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 537718at33208        -            243   2.8e-16   58.8   6.6   3   4     3e-06   5.5e-05   21.8   0.0    26    87   140   210   132   217 0.76 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 537718at33208        -            243   2.8e-16   58.8   6.6   4   4      0.51       9.3    4.7   0.0    38    87   259   320   251   327 0.48 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 537718at33208        -            243   4.9e-16   58.0   1.6   1   2   2.9e-08   5.3e-07   28.4   0.0   100   157   270   332   262   354 0.81 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 537718at33208        -            243   4.9e-16   58.0   1.6   2   2   1.1e-06   1.9e-05   23.3   0.0    40   128   506   613   496   613 0.78 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-   -            618 537718at33208        -            243     5e-16   58.0   1.6   1   2     3e-08   5.4e-07   28.4   0.0   100   157   275   337   267   359 0.81 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-   -            618 537718at33208        -            243     5e-16   58.0   1.6   2   2   6.4e-07   1.2e-05   24.0   0.1    37   128   508   618   479   618 0.77 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 537718at33208        -            243   5.9e-16   57.7   5.5   1   5    0.0057       0.1   11.1   0.0   134   172    41    79     3    90 0.72 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 537718at33208        -            243   5.9e-16   57.7   5.5   2   5     0.032      0.59    8.6   0.4    61   151   242   345   232   346 0.74 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 537718at33208        -            243   5.9e-16   57.7   5.5   3   5   4.7e-09   8.7e-08   31.0   0.0    23   134   327   451   321   455 0.88 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 537718at33208        -            243   5.9e-16   57.7   5.5   4   5   0.00059     0.011   14.3   0.0    30   134   424   537   406   539 0.71 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 537718at33208        -            243   5.9e-16   57.7   5.5   5   5       9.9   1.8e+02    0.4   0.0    35    59   578   602   559   615 0.76 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 537718at33208        -            243   6.4e-16   57.6   0.1   1   3    0.0011      0.02   13.4   0.1    68   138    15    94     6   100 0.78 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 537718at33208        -            243   6.4e-16   57.6   0.1   2   3   7.2e-08   1.3e-06   27.1   0.1    39   161    73   205    73   224 0.80 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 537718at33208        -            243   6.4e-16   57.6   0.1   3   3   8.7e-05    0.0016   17.0   0.0    35    91   235   294   216   313 0.83 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 537718at33208        -            243   6.5e-16   57.6   6.4   1   4    0.0038     0.069   11.6   0.0   104   172    58   130    42   140 0.68 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 537718at33208        -            243   6.5e-16   57.6   6.4   2   4     0.034      0.63    8.5   0.4    61   151   299   402   286   403 0.74 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 537718at33208        -            243   6.5e-16   57.6   6.4   3   4   5.3e-09   9.7e-08   30.8   0.0    23   134   384   508   378   513 0.88 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 537718at33208        -            243   6.5e-16   57.6   6.4   4   4   0.00066     0.012   14.1   0.0    30   133   481   593   460   596 0.71 -
