#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 581717at33208        -            249   3.4e-63  212.2   0.4   1   1   1.2e-62   3.4e-61  205.7   0.4    33   232    81   315    35   316 0.79 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i11:2869-3471|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i11:2869-3471|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i11:2869-3471|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i12:3411-4013|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i12:3411-4013|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i12:3411-4013|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i13:2859-3461|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i13:2859-3461|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i13:2859-3461|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i14:2872-3474|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i14:2872-3474|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i14:2872-3474|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i16:2914-3516|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i16:2914-3516|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i16:2914-3516|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i1:2914-3516|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i1:2914-3516|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i1:2914-3516|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i2:2872-3474|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i2:2872-3474|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i2:2872-3474|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i5:2927-3529|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i5:2927-3529|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i5:2927-3529|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i7:2869-3471|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i7:2869-3471|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i7:2869-3471|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i8:3401-4003|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i8:3401-4003|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i8:3401-4003|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i9:3456-4058|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   1   3   4.3e-05    0.0012   17.2   0.0   154   213    61   122    46   128 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i9:3456-4058|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   2   3      0.04       1.1    7.5   0.0   172   212   123   163   118   167 0.85 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i9:3456-4058|-  -            201 581717at33208        -            249   2.9e-10   38.9   0.0   3   3    0.0005     0.014   13.7   0.0   165   206   156   199   153   201 0.89 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 581717at33208        -            249   3.1e-10   38.7   0.8   1   5     0.018      0.48    8.6   0.0   179   219    11    51     4    54 0.83 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 581717at33208        -            249   3.1e-10   38.7   0.8   2   5      0.21       5.7    5.1   0.0   173   210    47    84    44    88 0.87 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 581717at33208        -            249   3.1e-10   38.7   0.8   3   5   0.00018    0.0048   15.2   0.0   171   229    87   145    80   155 0.83 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 581717at33208        -            249   3.1e-10   38.7   0.8   4   5     0.078       2.1    6.5   0.0   187   232   147   190   132   196 0.74 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 581717at33208        -            249   3.1e-10   38.7   0.8   5   5       5.6   1.5e+02    0.4   0.0   154   201   236   286   220   289 0.70 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i3:2914-3546|-  -            211 581717at33208        -            249   3.5e-10   38.6   0.1   1   3   4.7e-05    0.0013   17.1   0.0   154   213    71   132    56   138 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i3:2914-3546|-  -            211 581717at33208        -            249   3.5e-10   38.6   0.1   2   3     0.017      0.45    8.7   0.0   168   212   127   173   124   178 0.83 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i3:2914-3546|-  -            211 581717at33208        -            249   3.5e-10   38.6   0.1   3   3   0.00054     0.015   13.6   0.0   165   205   166   208   163   211 0.89 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i1:623-1645|-  -            341 581717at33208        -            249   4.5e-10   38.2   4.3   1   4       4.5   1.2e+02    0.7   0.0   192   209    63    80    54    84 0.67 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i1:623-1645|-  -            341 581717at33208        -            249   4.5e-10   38.2   4.3   2   4     0.035      0.95    7.7   0.0   173   213    92   132    89   140 0.89 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i1:623-1645|-  -            341 581717at33208        -            249   4.5e-10   38.2   4.3   3   4   6.8e-05    0.0019   16.5   0.2   130   214   177   259   167   267 0.78 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i1:623-1645|-  -            341 581717at33208        -            249   4.5e-10   38.2   4.3   4   4     0.048       1.3    7.2   0.2   160   209   287   338   271   340 0.81 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 581717at33208        -            249   5.2e-10   38.0   0.0   1   6     0.032      0.89    7.8   0.0   176   212     3    39     1    54 0.82 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 581717at33208        -            249   5.2e-10   38.0   0.0   2   6       0.1       2.8    6.1   0.0   181   212    53    84    47    89 0.91 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 581717at33208        -            249   5.2e-10   38.0   0.0   3   6      0.26       7.2    4.8   0.0   174   212    90   128    86   136 0.85 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 581717at33208        -            249   5.2e-10   38.0   0.0   4   6      0.36        10    4.3   0.0   175   211   136   172   129   176 0.85 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 581717at33208        -            249   5.2e-10   38.0   0.0   5   6      0.18         5    5.3   0.0   174   209   179   214   171   218 0.88 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 581717at33208        -            249   5.2e-10   38.0   0.0   6   6       4.8   1.3e+02    0.7   0.0   120   137   258   275   239   302 0.67 -
357580at33208_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+   -            152 581717at33208        -            249   2.4e-09   35.8   0.0   1   2   6.6e-05    0.0018   16.6   0.0   158   211     5    60     2    81 0.88 -
357580at33208_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+   -            152 581717at33208        -            249   2.4e-09   35.8   0.0   2   2   3.5e-05   0.00095   17.5   0.0   156   206    95   147    84   152 0.84 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 581717at33208        -            249   2.8e-09   35.6   0.7   1   3     4e-05    0.0011   17.3   0.0   155   211    19    77     3    83 0.78 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 581717at33208        -            249   2.8e-09   35.6   0.7   2   3      0.26       7.1    4.8   0.0   173   213    81   121    78   125 0.89 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 581717at33208        -            249   2.8e-09   35.6   0.7   3   3    0.0023     0.062   11.6   0.0   173   213   123   163   113   180 0.85 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   1   5       2.4        67    1.6   0.0   134   215    93   175    80   188 0.82 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   2   5       9.8   2.7e+02   -0.4   0.0   184   215   199   230   195   237 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   3   5       1.7        45    2.2   0.0   178   213   234   269   228   282 0.80 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   4   5   0.00043     0.012   13.9   0.0   171   216   310   356   292   369 0.84 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   5   5    0.0099      0.27    9.4   0.0   169   218   401   450   379   455 0.82 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   1   5       2.4        67    1.6   0.0   134   215    93   175    80   188 0.82 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   2   5       9.8   2.7e+02   -0.4   0.0   184   215   199   230   195   237 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-   -            485 581717at33208        -            249   3.4e-09   35.3   0.0   3   5       1.7        45    2.2   0.0   178   213   234   269   228   282 0.80 -
