#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 126074at6656         -            265   1.4e-69  233.3   0.2   1   1   4.6e-69   1.1e-67  227.1   0.1    12   250    10   296     4   313 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 126074at6656         -            265   2.7e-13   48.8   0.0   2   4   3.2e-07   7.6e-06   24.4   0.0    33   115    98   183    93   193 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 126074at6656         -            265   2.7e-13   48.8   0.0   3   4     0.049       1.2    7.4   0.0   228   254   200   227   190   233 0.77 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 126074at6656         -            265   2.7e-13   48.8   0.0   4   4      0.49        11    4.1   0.0    35    97   226   289   219   306 0.76 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 126074at6656         -            265   3.8e-13   48.3   0.0   1   4     0.031      0.74    8.0   0.0    50   109    18    80     3    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 126074at6656         -            265   3.8e-13   48.3   0.0   2   4   3.2e-07   7.5e-06   24.4   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 126074at6656         -            265   3.8e-13   48.3   0.0   3   4      0.05       1.2    7.4   0.1   228   254   187   214   177   219 0.76 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 126074at6656         -            265   3.8e-13   48.3   0.0   4   4      0.52        12    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 126074at6656         -            265   3.8e-13   48.3   0.0   1   4     0.032      0.74    8.0   0.0    50   109    18    80     3    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 126074at6656         -            265   3.8e-13   48.3   0.0   2   4   3.2e-07   7.5e-06   24.4   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 126074at6656         -            265   3.8e-13   48.3   0.0   3   4      0.05       1.2    7.4   0.1   228   254   187   214   177   219 0.76 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 126074at6656         -            265   3.8e-13   48.3   0.0   4   4      0.52        12    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 126074at6656         -            265   3.8e-13   48.3   0.0   1   4     0.032      0.74    8.0   0.0    50   109    18    80     3    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 126074at6656         -            265   3.8e-13   48.3   0.0   2   4   3.2e-07   7.5e-06   24.4   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 126074at6656         -            265   3.8e-13   48.3   0.0   3   4      0.05       1.2    7.4   0.1   228   254   187   214   177   219 0.76 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 126074at6656         -            265   3.8e-13   48.3   0.0   4   4      0.52        12    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 126074at6656         -            265   3.9e-13   48.3   0.0   1   4     0.032      0.74    8.0   0.0    50   109    18    80     3    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 126074at6656         -            265   3.9e-13   48.3   0.0   2   4   3.2e-07   7.5e-06   24.4   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 126074at6656         -            265   3.9e-13   48.3   0.0   3   4      0.05       1.2    7.4   0.1   228   254   187   214   177   219 0.76 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 126074at6656         -            265   3.9e-13   48.3   0.0   4   4      0.52        12    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 126074at6656         -            265   3.9e-13   48.3   0.0   1   4     0.032      0.74    8.0   0.0    50   109    18    80     3    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 126074at6656         -            265   3.9e-13   48.3   0.0   2   4   3.2e-07   7.5e-06   24.4   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 126074at6656         -            265   3.9e-13   48.3   0.0   3   4      0.05       1.2    7.3   0.1   228   254   187   214   177   219 0.76 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 126074at6656         -            265   3.9e-13   48.3   0.0   4   4      0.52        12    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   1   4     0.034      0.79    7.9   0.0    50   109    18    80     4    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   2   4   3.3e-07   7.7e-06   24.3   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   3   4     0.049       1.1    7.4   0.0   228   254   187   214   177   220 0.77 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   4   4      0.53        13    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   1   4     0.034      0.79    7.9   0.0    50   109    18    80     4    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   2   4   3.3e-07   7.7e-06   24.3   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   3   4     0.049       1.1    7.4   0.0   228   254   187   214   177   220 0.77 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 126074at6656         -            265   4.3e-13   48.1   0.0   4   4      0.53        13    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   1   4     0.034      0.79    7.9   0.0    50   109    18    80     4    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   2   4   3.3e-07   7.7e-06   24.3   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   3   4     0.049       1.1    7.4   0.0   228   254   187   214   177   220 0.77 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   4   4      0.53        13    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   1   4     0.034      0.79    7.9   0.0    50   109    18    80     4    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   2   4   3.3e-07   7.7e-06   24.3   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   3   4     0.049       1.1    7.4   0.0   228   254   187   214   177   220 0.77 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|- -            821 126074at6656         -            265   4.3e-13   48.1   0.0   4   4      0.53        13    4.0   0.0    36    97   214   276   209   293 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 126074at6656         -            265   4.3e-13   48.1   0.0   1   4     0.034      0.79    7.9   0.0    50   109    18    80     4    87 0.79 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 126074at6656         -            265   4.3e-13   48.1   0.0   2   4   3.3e-07   7.7e-06   24.3   0.0    33   115    85   170    80   176 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 126074at6656         -            265   4.3e-13   48.1   0.0   3   4     0.049       1.1    7.4   0.0   228   254   187   214   177   220 0.77 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 126074at6656         -            265   4.3e-13   48.1   0.0   4   4      0.53        13    4.0   0.0    36    97   214   276   209   293 0.75 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 126074at6656         -            265   7.5e-13   47.3   0.1   1   5    0.0015     0.036   12.3   0.0    38   108   100   173    79   181 0.82 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 126074at6656         -            265   7.5e-13   47.3   0.1   2   5         1        24    3.0   0.0    39   109   143   224   138   228 0.68 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 126074at6656         -            265   7.5e-13   47.3   0.1   3   5     0.016      0.37    9.0   0.0    37    98   233   295   226   299 0.88 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 126074at6656         -            265   7.5e-13   47.3   0.1   4   5   4.1e-05   0.00096   17.5   0.1    34   109   356   434   349   441 0.84 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 126074at6656         -            265   7.5e-13   47.3   0.1   5   5       3.5        83    1.3   0.0    39    65   445   472   439   474 0.77 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 126074at6656         -            265   7.5e-13   47.3   0.1   1   5    0.0016     0.036   12.3   0.0    38   108   100   173    79   181 0.82 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 126074at6656         -            265   7.5e-13   47.3   0.1   2   5         1        24    3.0   0.0    39   109   143   224   138   228 0.68 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 126074at6656         -            265   7.5e-13   47.3   0.1   3   5     0.016      0.37    9.0   0.0    37    98   233   295   226   299 0.88 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 126074at6656         -            265   7.5e-13   47.3   0.1   4   5   4.1e-05   0.00097   17.5   0.1    34   109   357   435   350   442 0.84 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 126074at6656         -            265   7.5e-13   47.3   0.1   5   5       3.6        85    1.3   0.0    39    65   446   473   441   475 0.77 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 126074at6656         -            265   8.8e-13   47.1   0.2   1   3      0.98        23    3.1   0.0   220   247     2    29     1    34 0.88 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 126074at6656         -            265   8.8e-13   47.1   0.2   2   3   6.6e-09   1.5e-07   29.9   0.0    33   110    35   116    29   123 0.83 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 126074at6656         -            265   8.8e-13   47.1   0.2   3   3     0.027      0.62    8.3   0.1    37    86   217   268   185   272 0.73 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i1:1757-3319|-  -            521 126074at6656         -            265   1.2e-12   46.7   0.0   1   2   0.00096     0.023   13.0   0.0    31   107   305   384   300   393 0.86 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i1:1757-3319|-  -            521 126074at6656         -            265   1.2e-12   46.7   0.0   2   2   1.4e-08   3.4e-07   28.8   0.0    35   112   393   476   386   493 0.82 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 126074at6656         -            265   1.2e-12   46.7   0.0   1   2   0.00096     0.023   13.0   0.0    31   107   305   384   300   393 0.86 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 126074at6656         -            265   1.2e-12   46.7   0.0   2   2   1.4e-08   3.4e-07   28.8   0.0    35   112   393   476   386   493 0.82 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   1   5      0.21       4.9    5.3   0.1    91   108   174   191   159   196 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   2   5    0.0023     0.054   11.7   0.0    37   116   201   283   192   293 0.77 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   3   5    0.0018     0.042   12.1   0.0    33   108   239   317   234   324 0.84 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   4   5     2e-05   0.00048   18.5   0.0    35   110   325   401   318   408 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   5   5       6.8   1.6e+02    0.4   0.0    43    67   423   448   417   460 0.75 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   1   5      0.21       4.9    5.3   0.1    91   108   174   191   159   196 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   2   5    0.0023     0.054   11.7   0.0    37   116   201   283   192   293 0.77 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   3   5    0.0018     0.042   12.1   0.0    33   108   239   317   234   324 0.84 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   4   5     2e-05   0.00048   18.5   0.0    35   110   325   401   318   408 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 126074at6656         -            265   1.7e-12   46.2   0.3   5   5       6.8   1.6e+02    0.4   0.0    43    67   423   448   417   460 0.75 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 126074at6656         -            265   1.9e-12   46.0   0.2   1   5      0.22       5.1    5.3   0.1    91   108   174   191   165   196 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 126074at6656         -            265   1.9e-12   46.0   0.2   2   5    0.0021      0.05   11.9   0.0    37   116   201   283   193   295 0.77 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 126074at6656         -            265   1.9e-12   46.0   0.2   3   5     0.002     0.048   11.9   0.0    33   108   239   317   236   322 0.83 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 126074at6656         -            265   1.9e-12   46.0   0.2   4   5   1.9e-05   0.00044   18.6   0.0    35   110   325   401   318   410 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 126074at6656         -            265   1.9e-12   46.0   0.2   5   5       9.8   2.3e+02   -0.2   0.0    43    65   423   446   405   451 0.80 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 126074at6656         -            265   1.9e-12   46.0   0.2   1   5      0.22       5.1    5.3   0.1    91   108   174   191   165   196 0.88 -
