#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
87928at6656_294128_0:003b80|TRINITY_DN78516_c9_g1_i1:1607-2704|-   -            366 87928at6656          -            293  1.6e-153  509.1   0.0   1   1  1.3e-154  1.9e-153  508.8   0.0     2   293    37   366    36   366 0.91 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i11:591-1100|-    -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i11:591-1100|-    -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i14:591-1100|-    -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i14:591-1100|-    -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i15:591-1100|-    -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i15:591-1100|-    -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i1:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i1:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i4:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i4:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i5:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i5:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i6:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i6:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i7:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i7:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i8:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i8:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i9:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   1   2   9.1e-10   1.4e-08   33.3   0.0    97   137     2    45     1    53 0.89 -
75704at6656_52283_0:000c39|TRINITY_DN91199_c5_g2_i9:591-1100|-     -            170 87928at6656          -            293   6.8e-13   47.5   0.0   2   2    0.0026      0.04   12.1   0.0   144   181    78   115    63   134 0.83 -
28325at6656_438503_0:00283b|TRINITY_DN83877_c9_g1_i1:171-956|-     -            262 87928at6656          -            293   7.4e-13   47.4   0.0   1   1     6e-14   9.3e-13   47.0   0.0    53   183    61   205    26   211 0.76 -
28325at6656_438503_0:00283b|TRINITY_DN83877_c9_g1_i2:171-956|-     -            262 87928at6656          -            293   7.4e-13   47.4   0.0   1   1     6e-14   9.3e-13   47.0   0.0    53   183    61   205    26   211 0.76 -
28325at6656_438503_0:00283b|TRINITY_DN83877_c9_g1_i6:171-956|-     -            262 87928at6656          -            293   7.4e-13   47.4   0.0   1   1     6e-14   9.3e-13   47.0   0.0    53   183    61   205    26   211 0.76 -
87928at6656_74869_0:0034df|TRINITY_DN82660_c9_g1_i5:1072-1410|-    -            113 87928at6656          -            293   7.9e-13   47.3   0.0   1   1   6.3e-14   9.7e-13   47.0   0.0   140   246     8   108     4   113 0.89 -
47500at6656_34638_0:002c8d|TRINITY_DN72827_c1_g2_i10:1592-2383|+   -            264 87928at6656          -            293     1e-12   46.9   0.1   1   1   7.9e-14   1.2e-12   46.7   0.1    47   182    62   209    18   242 0.74 -
47500at6656_34638_0:002c8d|TRINITY_DN72827_c1_g2_i12:1325-2116|+   -            264 87928at6656          -            293     1e-12   46.9   0.1   1   1   7.9e-14   1.2e-12   46.7   0.1    47   182    62   209    18   242 0.74 -
47500at6656_34638_0:002c8d|TRINITY_DN72827_c1_g2_i1:829-1620|+     -            264 87928at6656          -            293     1e-12   46.9   0.1   1   1   7.9e-14   1.2e-12   46.7   0.1    47   182    62   209    18   242 0.74 -
47500at6656_34638_0:002c8d|TRINITY_DN72827_c1_g2_i4:784-1575|+     -            264 87928at6656          -            293     1e-12   46.9   0.1   1   1   7.9e-14   1.2e-12   46.7   0.1    47   182    62   209    18   242 0.74 -
47500at6656_34638_0:002c8d|TRINITY_DN72827_c1_g2_i5:1757-2548|+    -            264 87928at6656          -            293     1e-12   46.9   0.1   1   1   7.9e-14   1.2e-12   46.7   0.1    47   182    62   209    18   242 0.74 -
47500at6656_34638_0:002c8d|TRINITY_DN72827_c1_g2_i7:1529-2320|+    -            264 87928at6656          -            293     1e-12   46.9   0.1   1   1   7.9e-14   1.2e-12   46.7   0.1    47   182    62   209    18   242 0.74 -
47500at6656_34638_0:002c8d|TRINITY_DN72827_c1_g2_i9:1820-2611|+    -            264 87928at6656          -            293     1e-12   46.9   0.1   1   1   7.9e-14   1.2e-12   46.7   0.1    47   182    62   209    18   242 0.74 -
47500at6656_34638_0:00279d|TRINITY_DN72494_c7_g1_i2:73-636|-       -            188 87928at6656          -            293   1.2e-12   46.7   0.0   1   1   8.6e-14   1.3e-12   46.5   0.0    44   141    73   173    40   188 0.74 -
47500at6656_34638_0:00279d|TRINITY_DN72494_c7_g1_i7:73-636|-       -            188 87928at6656          -            293   1.2e-12   46.7   0.0   1   1   8.6e-14   1.3e-12   46.5   0.0    44   141    73   173    40   188 0.74 -
87928at6656_7176_0:003db3|TRINITY_DN73337_c10_g1_i2:1876-2628|-    -            251 87928at6656          -            293   1.3e-12   46.6   0.2   1   1   2.6e-13   3.9e-12   45.0   0.2    64   235    55   235     2   244 0.69 -
87928at6656_7176_0:003db3|TRINITY_DN73337_c10_g1_i3:1876-2628|-    -            251 87928at6656          -            293   1.3e-12   46.6   0.2   1   1   2.6e-13   3.9e-12   45.0   0.2    64   235    55   235     2   244 0.69 -
67491at6656_7230_0:002928|TRINITY_DN87664_c7_g1_i6:879-1787|-      -            303 87928at6656          -            293   1.4e-12   46.4   0.3   1   2   7.1e-07   1.1e-05   23.8   0.1    27   135    59   169    38   177 0.77 -
67491at6656_7230_0:002928|TRINITY_DN87664_c7_g1_i6:879-1787|-      -            303 87928at6656          -            293   1.4e-12   46.4   0.3   2   2   5.8e-06   8.9e-05   20.8   0.0   143   173   196   226   181   242 0.87 -
75704at6656_52283_0:000c39|TRINITY_DN90699_c11_g1_i2:167-682|+     -            172 87928at6656          -            293   1.6e-12   46.2   0.2   1   2   4.3e-11   6.6e-10   37.7   0.0   114   178     2    72     1    79 0.82 -
75704at6656_52283_0:000c39|TRINITY_DN90699_c11_g1_i2:167-682|+     -            172 87928at6656          -            293   1.6e-12   46.2   0.2   2   2      0.11       1.7    6.8   0.0   214   235   143   164   131   169 0.87 -
75704at6656_62625_0:000832|TRINITY_DN81274_c7_g3_i1:692-1471|-     -            260 87928at6656          -            293   1.9e-12   46.0   0.0   1   1   1.4e-13   2.2e-12   45.8   0.0    34   182    40   198    12   253 0.75 -
75704at6656_6850_0:000944|TRINITY_DN76600_c14_g1_i5:87-890|+       -            268 87928at6656          -            293     2e-12   46.0   0.0   1   2   2.4e-12   3.7e-11   41.8   0.0    93   183    53   151     8   160 0.81 -
75704at6656_6850_0:000944|TRINITY_DN76600_c14_g1_i5:87-890|+       -            268 87928at6656          -            293     2e-12   46.0   0.0   2   2         3        46    2.1   0.0   217   234   240   257   228   262 0.83 -
28325at6656_52283_0:001727|TRINITY_DN73017_c13_g1_i1:875-1660|-    -            262 87928at6656          -            293   2.1e-12   45.9   0.1   1   1   2.2e-13   3.5e-12   45.2   0.1    54   182    61   207    26   217 0.78 -
28325at6656_52283_0:001727|TRINITY_DN73017_c13_g1_i6:859-1644|-    -            262 87928at6656          -            293   2.1e-12   45.9   0.1   1   1   2.2e-13   3.5e-12   45.2   0.1    54   182    61   207    26   217 0.78 -
28325at6656_52283_0:001727|TRINITY_DN73017_c13_g1_i3:859-1662|-    -            268 87928at6656          -            293   2.2e-12   45.8   0.0   1   1   2.7e-13   4.1e-12   44.9   0.0    55   182    68   213    45   223 0.77 -
28325at6656_52283_0:001727|TRINITY_DN73017_c13_g1_i5:875-1678|-    -            268 87928at6656          -            293   2.2e-12   45.8   0.0   1   1   2.7e-13   4.1e-12   44.9   0.0    55   182    68   213    45   223 0.77 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i3:225-1355|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   1   2   2.4e-12   3.7e-11   41.8   0.1    75   183   139   254    43   262 0.76 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i3:225-1355|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   2   2       4.1        63    1.6   0.0   217   234   343   360   331   371 0.84 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i6:518-1648|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   1   2   2.4e-12   3.7e-11   41.8   0.1    75   183   139   254    43   262 0.76 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i6:518-1648|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   2   2       4.1        63    1.6   0.0   217   234   343   360   331   371 0.84 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i8:225-1749|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   1   2   2.4e-12   3.7e-11   41.8   0.1    75   183   139   254    43   262 0.76 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i8:225-1749|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   2   2       4.1        63    1.6   0.0   217   234   343   360   331   371 0.84 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i9:518-2042|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   1   2   2.4e-12   3.7e-11   41.8   0.1    75   183   139   254    43   262 0.76 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i9:518-2042|+     -            377 87928at6656          -            293   2.2e-12   45.8   0.1   2   2       4.1        63    1.6   0.0   217   234   343   360   331   371 0.84 -
75704at6656_222816_0:001b19|TRINITY_DN72960_c11_g2_i2:364-1023|+   -            220 87928at6656          -            293     3e-12   45.4   0.0   1   1   9.9e-13   1.5e-11   43.0   0.0    94   173     1    91     1   105 0.81 -
66366at6656_54969_0:002f60|TRINITY_DN79363_c2_g1_i2:266-688|+      -            141 87928at6656          -            293     4e-12   44.9   0.0   1   1     3e-13   4.7e-12   44.7   0.0    21   124    26   135     2   141 0.79 -
66366at6656_286706_0:0004e9|TRINITY_DN85782_c9_g4_i2:1278-2246|-   -            323 87928at6656          -            293   4.9e-12   44.7   0.1   1   1   4.4e-12   6.8e-11   40.9   0.1    30   232    92   323    78   323 0.66 -
87928at6656_113334_0:0036d3|TRINITY_DN85470_c15_g1_i1:13-222|+     -             70 87928at6656          -            293   5.9e-12   44.4   0.0   1   1   4.9e-13   7.5e-12   44.1   0.0   162   235     5    70     1    70 0.89 -
87928at6656_113334_0:0036d3|TRINITY_DN85470_c15_g1_i3:13-222|+     -             70 87928at6656          -            293   5.9e-12   44.4   0.0   1   1   4.9e-13   7.5e-12   44.1   0.0   162   235     5    70     1    70 0.89 -
87928at6656_113334_0:0036d3|TRINITY_DN85470_c15_g1_i7:13-222|+     -             70 87928at6656          -            293   5.9e-12   44.4   0.0   1   1   4.9e-13   7.5e-12   44.1   0.0   162   235     5    70     1    70 0.89 -
87928at6656_113334_0:0036d3|TRINITY_DN85470_c15_g1_i8:13-222|+     -             70 87928at6656          -            293   5.9e-12   44.4   0.0   1   1   4.9e-13   7.5e-12   44.1   0.0   162   235     5    70     1    70 0.89 -
75704at6656_143948_0:0027d4|TRINITY_DN75005_c9_g1_i9:25-312|+      -             96 87928at6656          -            293   6.5e-12   44.3   0.0   1   1   4.3e-13   6.7e-12   44.2   0.0   146   234     3    87     1    96 0.92 -
28325at6656_52283_0:001727|TRINITY_DN78450_c5_g1_i6:3-836|-        -            278 87928at6656          -            293     9e-12   43.8   0.0   1   1   7.9e-13   1.2e-11   43.4   0.0    30   181    54   221    35   234 0.72 -
47500at6656_34638_0:002c8d|TRINITY_DN77745_c8_g1_i2:930-1706|-     -            259 87928at6656          -            293   9.7e-12   43.7   0.0   1   1   8.4e-13   1.3e-11   43.3   0.0    50   176    62   197    42   210 0.80 -
47500at6656_34638_0:002c8d|TRINITY_DN77745_c8_g1_i3:930-1706|-     -            259 87928at6656          -            293   9.7e-12   43.7   0.0   1   1   8.4e-13   1.3e-11   43.3   0.0    50   176    62   197    42   210 0.80 -
75704at6656_535359_0:0007d9|TRINITY_DN88247_c9_g1_i2:447-1151|+    -            235 87928at6656          -            293     1e-11   43.6   0.0   1   1   9.1e-13   1.4e-11   43.2   0.0    23   182    45   221    13   227 0.68 -
75704at6656_535359_0:0007d9|TRINITY_DN88247_c9_g1_i4:447-1151|+    -            235 87928at6656          -            293     1e-11   43.6   0.0   1   1   9.1e-13   1.4e-11   43.2   0.0    23   182    45   221    13   227 0.68 -
75704at6656_218467_0:0015fb|TRINITY_DN80219_c1_g1_i13:145-735|+    -            197 87928at6656          -            293   3.2e-11   42.0   0.1   1   2   2.3e-11   3.5e-10   38.6   0.1   100   186     2    96     1   101 0.83 -
75704at6656_218467_0:0015fb|TRINITY_DN80219_c1_g1_i13:145-735|+    -            197 87928at6656          -            293   3.2e-11   42.0   0.1   2   2       5.1        79    1.3   0.0   207   234   146   174   134   185 0.78 -
87928at6656_74869_0:0034df|TRINITY_DN91577_c0_g1_i1:21-356|+       -            112 87928at6656          -            293   3.4e-11   41.9   0.1   1   1   6.1e-12   9.3e-11   40.5   0.1   140   234     1    90     1   111 0.79 -
87928at6656_74869_0:0034df|TRINITY_DN91577_c0_g1_i3:21-356|+       -            112 87928at6656          -            293   3.4e-11   41.9   0.1   1   1   6.1e-12   9.3e-11   40.5   0.1   140   234     1    90     1   111 0.79 -
75704at6656_52283_0:000c39|TRINITY_DN83267_c10_g1_i5:66-521|+      -            152 87928at6656          -            293   4.3e-11   41.6   0.0   1   1   3.1e-12   4.8e-11   41.4   0.0   129   191    29    95    19   143 0.87 -
47500at6656_34638_0:002c8d|TRINITY_DN87288_c5_g1_i7:1179-1970|+    -            264 87928at6656          -            293   6.1e-11   41.1   0.1   1   2       1.9        29    2.7   0.0    96   118    30    52    21    61 0.83 -
47500at6656_34638_0:002c8d|TRINITY_DN87288_c5_g1_i7:1179-1970|+    -            264 87928at6656          -            293   6.1e-11   41.1   0.1   2   2   1.2e-10   1.9e-09   36.2   0.0    64   181    77   205    57   209 0.76 -
47500at6656_34638_0:002c8d|TRINITY_DN87288_c5_g1_i2:1137-1943|+    -            269 87928at6656          -            293   6.5e-11   41.0   0.1   1   2       1.8        28    2.8   0.0    96   118    35    57    22    66 0.83 -
47500at6656_34638_0:002c8d|TRINITY_DN87288_c5_g1_i2:1137-1943|+    -            269 87928at6656          -            293   6.5e-11   41.0   0.1   2   2   1.3e-10   1.9e-09   36.1   0.0    64   181    82   210    64   217 0.77 -
67491at6656_121845_0:002b39|TRINITY_DN78112_c7_g2_i9:341-829|-     -            163 87928at6656          -            293   6.9e-11   40.9   0.0   1   1   4.8e-12   7.4e-11   40.8   0.0    30   153    23   160     2   163 0.64 -
47500at6656_34638_0:00279d|TRINITY_DN93596_c13_g1_i2:890-1600|+    -            237 87928at6656          -            293   8.1e-11   40.7   0.0   1   1   6.3e-12   9.7e-11   40.4   0.0    50   182    60   203    26   221 0.79 -
47500at6656_34638_0:00279d|TRINITY_DN93596_c13_g1_i6:871-1623|+    -            251 87928at6656          -            293   8.5e-11   40.6   0.1   1   1   6.3e-12   9.8e-11   40.4   0.1    50   182    60   203    26   246 0.80 -
47500at6656_34638_0:00279d|TRINITY_DN93596_c13_g1_i9:3200-3952|+   -            251 87928at6656          -            293   8.5e-11   40.6   0.1   1   1   6.3e-12   9.8e-11   40.4   0.1    50   182    60   203    26   246 0.80 -
47500at6656_34638_0:002c8d|TRINITY_DN86528_c3_g1_i8:1496-2122|-    -            209 87928at6656          -            293   8.6e-11   40.6   0.0   1   1     7e-12   1.1e-10   40.3   0.0    61   173    18   140     1   154 0.80 -
47500at6656_34638_0:00279d|TRINITY_DN93596_c13_g1_i5:3200-3946|+   -            249 87928at6656          -            293   1.1e-10   40.3   0.1   1   1   8.5e-12   1.3e-10   40.0   0.1    50   182    60   203    26   221 0.79 -
47500at6656_34638_0:002c8d|TRINITY_DN92450_c7_g1_i10:283-873|+     -            197 87928at6656          -            293   1.3e-10   40.0   0.0   1   1   1.1e-11   1.7e-10   39.6   0.0    63   185    22   154     6   168 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN92450_c7_g1_i4:283-873|+      -            197 87928at6656          -            293   1.3e-10   40.0   0.0   1   1   1.1e-11   1.7e-10   39.6   0.0    63   185    22   154     6   168 0.78 -
75704at6656_43151_0:0020f1|TRINITY_DN90582_c6_g1_i2:301-873|+      -            191 87928at6656          -            293   2.1e-10   39.3   0.0   1   1   2.1e-11   3.2e-10   38.7   0.0   102   172     2    77     1   130 0.84 -
47500at6656_34638_0:00279d|TRINITY_DN92450_c7_g1_i6:597-1382|+     -            262 87928at6656          -            293   2.3e-10   39.2   0.0   1   1   1.9e-11     3e-10   38.8   0.0    62   185    86   219    51   233 0.79 -
47500at6656_34638_0:00279d|TRINITY_DN92450_c7_g1_i9:597-1382|+     -            262 87928at6656          -            293   2.3e-10   39.2   0.0   1   1   1.9e-11     3e-10   38.8   0.0    62   185    86   219    51   233 0.79 -
47500at6656_34638_0:002c8d|TRINITY_DN83209_c12_g1_i2:772-1605|+    -            278 87928at6656          -            293   2.3e-10   39.2   0.0   1   1   2.2e-11   3.4e-10   38.6   0.0    17   190    36   229    24   241 0.81 -
47500at6656_34638_0:002c8d|TRINITY_DN83209_c12_g1_i5:772-1605|+    -            278 87928at6656          -            293   2.3e-10   39.2   0.0   1   1   2.2e-11   3.4e-10   38.6   0.0    17   190    36   229    24   241 0.81 -
47500at6656_34638_0:002c8d|TRINITY_DN83209_c12_g1_i6:753-1586|+    -            278 87928at6656          -            293   2.3e-10   39.2   0.0   1   1   2.2e-11   3.4e-10   38.6   0.0    17   190    36   229    24   241 0.81 -
47500at6656_34638_0:002c8d|TRINITY_DN83209_c12_g1_i7:753-1586|+    -            278 87928at6656          -            293   2.3e-10   39.2   0.0   1   1   2.2e-11   3.4e-10   38.6   0.0    17   190    36   229    24   241 0.81 -
66366at6656_54969_0:002f60|TRINITY_DN79363_c2_g1_i4:266-688|+      -            141 87928at6656          -            293   2.5e-10   39.1   0.0   1   1   1.9e-11   2.9e-10   38.9   0.0    21   124    26   135     2   141 0.77 -
66366at6656_7159_0:002034|TRINITY_DN85782_c9_g4_i1:1283-1861|-     -            193 87928at6656          -            293   4.2e-10   38.3   0.1   1   1   3.7e-10   5.7e-09   34.6   0.1    65   232     5   193     1   193 0.67 -
47500at6656_34638_0:002c8d|TRINITY_DN78474_c8_g1_i1:1098-1889|+    -            264 87928at6656          -            293   5.5e-10   37.9   0.0   1   1   2.3e-10   3.5e-09   35.3   0.0     7   188    10   221     5   231 0.68 -
47500at6656_34638_0:00279d|TRINITY_DN91342_c2_g1_i3:1097-1897|+    -            267 87928at6656          -            293   6.5e-10   37.7   0.0   1   1   5.1e-11   7.9e-10   37.4   0.0    49   182    59   201    22   232 0.76 -
47500at6656_34638_0:00279d|TRINITY_DN91342_c2_g1_i4:1097-1897|+    -            267 87928at6656          -            293   6.5e-10   37.7   0.0   1   1   5.1e-11   7.9e-10   37.4   0.0    49   182    59   201    22   232 0.76 -
87928at6656_64838_0:0027e6|TRINITY_DN91393_c9_g2_i1:931-1500|+     -            190 87928at6656          -            293     7e-10   37.6   0.0   1   1   1.3e-10     2e-09   36.1   0.0   101   184     6   107     2   119 0.76 -
87928at6656_64838_0:0027e6|TRINITY_DN91393_c9_g2_i5:931-1500|+     -            190 87928at6656          -            293     7e-10   37.6   0.0   1   1   1.3e-10     2e-09   36.1   0.0   101   184     6   107     2   119 0.76 -
87928at6656_64838_0:0027e6|TRINITY_DN91393_c9_g2_i8:931-1500|+     -            190 87928at6656          -            293     7e-10   37.6   0.0   1   1   1.3e-10     2e-09   36.1   0.0   101   184     6   107     2   119 0.76 -
47500at6656_34638_0:002c8d|TRINITY_DN87429_c7_g1_i1:4-846|-        -            281 87928at6656          -            293   7.8e-10   37.4   0.2   1   1   9.1e-11   1.4e-09   36.6   0.2    44   183    74   233    44   246 0.68 -
87928at6656_123851_0:0024f8|TRINITY_DN73810_c6_g1_i3:399-812|-     -            138 87928at6656          -            293   9.1e-10   37.2   0.2   1   1   6.9e-11   1.1e-09   37.0   0.2    42   121    61   137    31   138 0.85 -
75704at6656_7176_0:003728|TRINITY_DN78450_c5_g1_i12:24-458|-       -            145 87928at6656          -            293   9.9e-10   37.1   0.0   1   1   8.1e-11   1.2e-09   36.8   0.0   100   182     4    96     1   112 0.76 -
75704at6656_113334_0:0032d9|TRINITY_DN90566_c4_g1_i8:518-805|-     -             96 87928at6656          -            293   1.6e-09   36.4   0.0   1   1   1.2e-10   1.8e-09   36.2   0.0   157   243     5    86     1    92 0.85 -
75704at6656_1507135_0:001ca3|TRINITY_DN85643_c8_g4_i1:108-455|+    -            116 87928at6656          -            293   1.6e-09   36.4   0.1   1   2     9e-09   1.4e-07   30.1   0.0    64   136     2    76     1    84 0.89 -
75704at6656_1507135_0:001ca3|TRINITY_DN85643_c8_g4_i1:108-455|+    -            116 87928at6656          -            293   1.6e-09   36.4   0.1   2   2      0.37       5.7    5.0   0.0   124   153    85   114    79   116 0.86 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i11:3813-4493|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i14:3558-4238|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i15:3665-4345|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i19:4010-4690|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i1:3862-4542|-   -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i20:3706-4386|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i21:3740-4420|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i23:3631-4311|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i24:3937-4617|-  -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i2:3888-4568|-   -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN82151_c14_g1_i6:3483-4163|-   -            227 87928at6656          -            293   1.7e-09   36.3   0.0   1   1   1.4e-10   2.1e-09   36.0   0.0    61   186    44   181    16   191 0.78 -
47500at6656_34638_0:002c8d|TRINITY_DN87429_c7_g1_i2:138-830|-      -            231 87928at6656          -            293   2.6e-09   35.7   0.2   1   1   2.7e-10   4.2e-09   35.0   0.2    42   176    72   225    43   231 0.68 -
75704at6656_6945_0:004e81|TRINITY_DN72717_c9_g3_i2:479-1069|+      -            197 87928at6656          -            293   2.7e-09   35.7   0.0   1   1   1.9e-10     3e-09   35.5   0.0    65   181    68   196     1   197 0.61 -
75704at6656_6945_0:004e81|TRINITY_DN72717_c9_g3_i3:467-1057|+      -            197 87928at6656          -            293   2.7e-09   35.7   0.0   1   1   1.9e-10     3e-09   35.5   0.0    65   181    68   196     1   197 0.61 -
75704at6656_7539_0:000b2a|TRINITY_DN86481_c13_g1_i2:1840-2535|+    -            232 87928at6656          -            293   3.5e-09   35.3   0.0   1   1   3.3e-10     5e-09   34.8   0.0    76   184    95   219    36   229 0.65 -
